ordernumber,orderdate,city,state,territory,postalcode,productcode,productline,quantityordered,priceeach,msrp,sales,sales_pred_rf,ano,mes,dia_semana,error_prediccion,porcentaje_error_prediccion
10181,2003-11-12,Bergen,No asignado,EMEA,N 5804,S12_4675,Classic Cars,36,100.0,115,4477.32,4168.82,2003,11,Wednesday,-308.5,-0.07
10192,2003-11-20,Nashua,NH,No asignado,62005,S12_4675,Classic Cars,27,100.0,115,3544.56,3242.71,2003,11,Thursday,-301.85,-0.09
10203,2003-12-02,Madrid,No asignado,EMEA,28034,S12_4675,Classic Cars,47,100.0,115,5195.85,5649.05,2003,12,Tuesday,453.2,0.09
10212,2004-01-16,Madrid,No asignado,EMEA,28034,S12_4675,Classic Cars,33,100.0,115,4180.44,4012.82,2004,1,Friday,-167.62,-0.04
10225,2004-02-22,Gensve,No asignado,EMEA,1203,S12_4675,Classic Cars,21,100.0,115,2684.43,2423.57,2004,2,Sunday,-260.86,-0.1
10239,2004-04-12,Oulu,No asignado,EMEA,90110,S12_4675,Classic Cars,21,93.28,115,1958.88,1953.06,2004,4,Monday,-5.82,-0.0
10253,2004-06-01,Liverpool,Isle of Wight,EMEA,WX1 6LT,S12_4675,Classic Cars,41,100.0,115,4910.57,4659.47,2004,6,Tuesday,-251.1,-0.05
10266,2004-07-06,Reggio Emilia,No asignado,EMEA,42100,S12_4675,Classic Cars,40,100.0,115,4468.4,4586.25,2004,7,Tuesday,117.85,0.03
10277,2004-08-04,Singapore,No asignado,Japan,79903,S12_4675,Classic Cars,28,100.0,115,3127.88,3217.23,2004,8,Wednesday,89.35,0.03
10287,2004-08-30,Gensve,No asignado,EMEA,1203,S12_4675,Classic Cars,23,100.0,115,2675.13,2764.46,2004,8,Monday,89.33,0.03
10300,2003-10-04,Frankfurt,No asignado,EMEA,60528,S12_4675,Classic Cars,23,100.0,115,2807.61,2764.46,2003,10,Saturday,-43.15,-0.02
10310,2004-10-16,Koln,No asignado,EMEA,50739,S12_4675,Classic Cars,25,100.0,115,2504.75,2958.89,2004,10,Saturday,454.14,0.18
10321,2004-11-04,New Bedford,MA,No asignado,50553,S12_4675,Classic Cars,24,100.0,115,2984.88,2948.13,2004,11,Thursday,-36.75,-0.01
10329,2004-11-15,NYC,NY,No asignado,10022,S12_4675,Classic Cars,39,64.74,115,2524.86,2498.81,2004,11,Monday,-26.05,-0.01
10341,2004-11-24,Salzburg,No asignado,EMEA,5020,S12_4675,Classic Cars,55,75.2,115,4136.0,4246.29,2004,11,Wednesday,110.29,0.03
10363,2005-01-06,Espoo,No asignado,EMEA,FIN-02271,S12_4675,Classic Cars,46,88.45,115,4068.7,4082.96,2005,1,Thursday,14.26,0.0
10377,2005-02-09,Helsinki,No asignado,EMEA,21240,S12_4675,Classic Cars,50,100.0,115,5182.0,5650.57,2005,2,Wednesday,468.57,0.09
10389,2005-03-03,Boras,No asignado,EMEA,S-844 67,S12_4675,Classic Cars,47,100.0,115,5243.79,5603.86,2005,3,Thursday,360.07,0.07
10405,2005-04-14,Strasbourg,No asignado,EMEA,67000,S12_4675,Classic Cars,97,93.28,115,9048.16,6868.21,2005,4,Thursday,-2179.95,-0.24
10419,2005-05-17,Salzburg,No asignado,EMEA,5020,S12_4675,Classic Cars,32,100.0,115,3832.64,3954.0,2005,5,Tuesday,121.36,0.03
10103,2003-01-29,Stavern,No asignado,EMEA,4110,S18_1097,Trucks and Buses,35,100.0,116,3920.0,4135.82,2003,1,Wednesday,215.82,0.06
10113,2003-03-26,San Rafael,CA,No asignado,97562,S18_1097,Trucks and Buses,49,100.0,116,4916.66,5609.41,2003,3,Wednesday,692.75,0.14
10126,2003-05-28,Madrid,No asignado,EMEA,28023,S18_1097,Trucks and Buses,38,100.0,116,3857.0,4887.22,2003,5,Wednesday,1030.22,0.27
10140,2003-07-24,Burlingame,CA,No asignado,94217,S18_1097,Trucks and Buses,32,100.0,116,4181.44,3908.22,2003,7,Thursday,-273.22,-0.07
10150,2003-09-19,Singapore,No asignado,Japan,79903,S18_1097,Trucks and Buses,34,100.0,116,4641.0,4150.52,2003,9,Friday,-490.48,-0.11
10164,2003-10-21,Graz,No asignado,EMEA,8010,S18_1097,Trucks and Buses,36,99.17,116,3570.12,3506.68,2003,10,Tuesday,-63.44,-0.02
10174,2003-11-06,South Brisbane,Queensland,APAC,4101,S18_1097,Trucks and Buses,48,93.34,116,4480.32,4504.49,2003,11,Thursday,24.17,0.01
10183,2003-11-13,Philadelphia,PA,No asignado,71270,S18_1097,Trucks and Buses,21,96.84,116,2033.64,2017.47,2003,11,Thursday,-16.17,-0.01
10194,2003-11-25,Lyon,No asignado,EMEA,69004,S18_1097,Trucks and Buses,21,93.34,116,1960.14,1963.16,2003,11,Tuesday,3.02,0.0
10206,2003-12-05,Vancouver,BC,No asignado,V3F 2K1,S18_1097,Trucks and Buses,34,100.0,116,3966.78,3982.7,2003,12,Friday,15.92,0.0
10215,2004-01-29,Burbank,CA,No asignado,94019,S18_1097,Trucks and Buses,46,100.0,116,5152.0,5683.22,2004,1,Thursday,531.22,0.1
10228,2004-03-10,Cambridge,MA,No asignado,51247,S18_1097,Trucks and Buses,32,100.0,116,3360.0,3904.84,2004,3,Wednesday,544.84,0.16
10245,2004-05-04,New Haven,CT,No asignado,97823,S18_1097,Trucks and Buses,29,100.0,116,3451.0,3305.75,2004,5,Tuesday,-145.25,-0.04
10258,2004-06-15,Minato-ku,Tokyo,Japan,106-0032,S18_1097,Trucks and Buses,41,100.0,116,5453.0,4797.94,2004,6,Tuesday,-655.06,-0.12
10270,2004-07-19,Chatswood,NSW,APAC,2067,S18_1097,Trucks and Buses,43,96.84,116,4164.12,4172.86,2004,7,Monday,8.74,0.0
10280,2004-08-17,Torino,No asignado,EMEA,10100,S18_1097,Trucks and Buses,24,100.0,116,2800.08,2994.18,2004,8,Tuesday,194.1,0.07
10291,2004-09-08,Boras,No asignado,EMEA,S-844 67,S18_1097,Trucks and Buses,41,100.0,116,4687.94,4787.12,2004,9,Wednesday,99.18,0.02
10304,2004-10-11,Versailles,No asignado,EMEA,78000,S18_1097,Trucks and Buses,46,98.0,116,4508.0,4407.97,2004,10,Monday,-100.03,-0.02
10312,2004-10-21,San Rafael,CA,No asignado,97562,S18_1097,Trucks and Buses,32,100.0,116,4181.44,3936.75,2004,10,Thursday,-244.69,-0.06
10322,2004-11-04,Nashua,NH,No asignado,62005,S18_1097,Trucks and Buses,22,100.0,116,2251.04,2824.57,2004,11,Thursday,573.53,0.25
10333,2004-11-18,San Francisco,CA,No asignado,00000,S18_1097,Trucks and Buses,29,40.25,116,1167.25,1191.88,2004,11,Thursday,24.63,0.02
10347,2004-11-29,Melbourne,Victoria,APAC,3004,S18_1097,Trucks and Buses,42,49.6,116,2083.2,2102.39,2004,11,Monday,19.19,0.01
10357,2004-12-10,San Rafael,CA,No asignado,97562,S18_1097,Trucks and Buses,39,98.0,116,3822.0,3698.26,2004,12,Friday,-123.74,-0.03
10370,2005-01-20,North Sydney,NSW,APAC,2060,S18_1097,Trucks and Buses,27,100.0,116,3911.49,3306.59,2005,1,Thursday,-604.9,-0.15
10381,2005-02-17,San Francisco,CA,No asignado,00000,S18_1097,Trucks and Buses,48,98.0,116,4704.0,4694.26,2005,2,Thursday,-9.74,-0.0
10391,2005-03-09,North Sydney,NSW,APAC,2060,S18_1097,Trucks and Buses,29,85.1,116,2467.9,2468.61,2005,3,Wednesday,0.71,0.0
10411,2005-05-01,Montreal,Quebec,No asignado,H1J 1C3,S18_1097,Trucks and Buses,27,100.0,116,3213.0,3190.63,2005,5,Sunday,-22.37,-0.01
10424,2005-05-31,Madrid,No asignado,EMEA,28034,S18_1097,Trucks and Buses,54,100.0,116,7182.0,6512.26,2005,5,Tuesday,-669.74,-0.09
10109,2003-03-10,Philadelphia,PA,No asignado,71270,S18_1129,Classic Cars,26,100.0,141,4379.18,3901.42,2003,3,Monday,-477.76,-0.11
10122,2003-05-08,Marseille,No asignado,EMEA,13008,S18_1129,Classic Cars,34,100.0,141,5004.8,4789.91,2003,5,Thursday,-214.89,-0.04
10136,2003-07-04,Toulouse,No asignado,EMEA,31000,S18_1129,Classic Cars,25,100.0,141,3644.75,3450.76,2003,7,Friday,-193.99,-0.05
10148,2003-09-11,North Sydney,NSW,APAC,2060,S18_1129,Classic Cars,23,100.0,141,2702.04,3171.57,2003,9,Thursday,469.53,0.17
10161,2003-10-17,Aaarhus,No asignado,EMEA,8200,S18_1129,Classic Cars,28,100.0,141,3764.88,3907.14,2003,10,Friday,142.26,0.04
10171,2003-11-05,Montreal,Quebec,No asignado,H1J 1C3,S18_1129,Classic Cars,35,100.0,141,4508.0,4987.49,2003,11,Wednesday,479.49,0.11
10181,2003-11-12,Bergen,No asignado,EMEA,N 5804,S18_1129,Classic Cars,44,100.0,141,5418.16,5617.91,2003,11,Wednesday,199.75,0.04
10192,2003-11-20,Nashua,NH,No asignado,62005,S18_1129,Classic Cars,22,100.0,141,3300.66,3135.37,2003,11,Thursday,-165.29,-0.05
10204,2003-12-02,NYC,NY,No asignado,10022,S18_1129,Classic Cars,42,100.0,141,6182.4,5887.81,2003,12,Tuesday,-294.59,-0.05
10212,2004-01-16,Madrid,No asignado,EMEA,28034,S18_1129,Classic Cars,29,100.0,141,4186.73,4313.96,2004,1,Friday,127.23,0.03
10225,2004-02-22,Gensve,No asignado,EMEA,1203,S18_1129,Classic Cars,32,100.0,141,4529.28,4538.9,2004,2,Sunday,9.62,0.0
10240,2004-04-13,Osaka,Osaka,Japan,530-0003,S18_1129,Classic Cars,41,100.0,141,5628.89,5745.4,2004,4,Tuesday,116.51,0.02
10253,2004-06-01,Liverpool,Isle of Wight,EMEA,WX1 6LT,S18_1129,Classic Cars,26,100.0,141,3054.48,3646.28,2004,6,Tuesday,591.8,0.19
10266,2004-07-06,Reggio Emilia,No asignado,EMEA,42100,S18_1129,Classic Cars,21,100.0,141,2526.51,2890.63,2004,7,Tuesday,364.12,0.14
10278,2004-08-06,Las Vegas,NV,No asignado,83030,S18_1129,Classic Cars,34,100.0,141,4667.86,4845.5,2004,8,Friday,177.64,0.04
10287,2004-08-30,Gensve,No asignado,EMEA,1203,S18_1129,Classic Cars,41,100.0,141,6499.32,5641.69,2004,8,Monday,-857.63,-0.13
10301,2003-10-05,Oslo,No asignado,EMEA,N 0106,S18_1129,Classic Cars,37,100.0,141,5917.78,5499.07,2003,10,Sunday,-418.71,-0.07
10310,2004-10-16,Koln,No asignado,EMEA,50739,S18_1129,Classic Cars,37,100.0,141,6231.91,5499.07,2004,10,Saturday,-732.84,-0.12
10321,2004-11-04,New Bedford,MA,No asignado,50553,S18_1129,Classic Cars,41,100.0,141,5803.14,5758.12,2004,11,Thursday,-45.02,-0.01
10331,2004-11-17,Philadelphia,PA,No asignado,71270,S18_1129,Classic Cars,46,100.0,141,6434.02,6155.32,2004,11,Wednesday,-278.7,-0.04
10342,2004-11-24,Melbourne,Victoria,APAC,3004,S18_1129,Classic Cars,40,100.0,141,6454.4,5945.13,2004,11,Wednesday,-509.27,-0.08
10356,2004-12-09,Paris,No asignado,EMEA,75508,S18_1129,Classic Cars,43,97.6,141,4196.8,4199.97,2004,12,Thursday,3.17,0.0
10365,2005-01-07,New Bedford,MA,No asignado,50553,S18_1129,Classic Cars,30,87.06,141,2611.8,2606.63,2005,1,Friday,-5.17,-0.0
10377,2005-02-09,Helsinki,No asignado,EMEA,21240,S18_1129,Classic Cars,35,100.0,141,5895.05,4959.14,2005,2,Wednesday,-935.91,-0.16
10390,2005-03-04,San Rafael,CA,No asignado,97562,S18_1129,Classic Cars,36,93.77,141,3375.72,3422.45,2005,3,Friday,46.73,0.01
10406,2005-04-15,Kobenhavn,No asignado,EMEA,1734,S18_1129,Classic Cars,61,100.0,141,8374.69,9133.62,2005,4,Friday,758.93,0.09
10419,2005-05-17,Salzburg,No asignado,EMEA,5020,S18_1129,Classic Cars,38,100.0,141,4464.24,5455.66,2005,5,Tuesday,991.42,0.22
10102,2003-01-10,NYC,NY,No asignado,10022,S18_1342,Vintage Cars,39,100.0,102,4808.31,4621.71,2003,1,Friday,-186.6,-0.04
10111,2003-03-25,San Francisco,CA,No asignado,00000,S18_1342,Vintage Cars,33,99.66,102,3288.78,3253.81,2003,3,Tuesday,-34.97,-0.01
10125,2003-05-21,Melbourne,Victoria,APAC,3004,S18_1342,Vintage Cars,32,100.0,102,3254.72,3541.49,2003,5,Wednesday,286.77,0.09
10139,2003-07-16,Chatswood,NSW,APAC,2067,S18_1342,Vintage Cars,31,100.0,102,3184.94,3428.81,2003,7,Wednesday,243.87,0.08
10149,2003-09-12,Brisbane,CA,No asignado,94217,S18_1342,Vintage Cars,50,100.0,102,5907.5,5901.95,2003,9,Friday,-5.55,-0.0
10162,2003-10-18,San Francisco,CA,No asignado,00000,S18_1342,Vintage Cars,48,91.44,102,4389.12,4396.87,2003,10,Saturday,7.75,0.0
10173,2003-11-05,Bergamo,No asignado,EMEA,24100,S18_1342,Vintage Cars,43,100.0,102,5036.16,5341.81,2003,11,Wednesday,305.65,0.06
10182,2003-11-12,San Rafael,CA,No asignado,97562,S18_1342,Vintage Cars,25,87.33,102,2183.25,2194.33,2003,11,Wednesday,11.08,0.01
10193,2003-11-21,Glen Waverly,Victoria,APAC,3150,S18_1342,Vintage Cars,28,100.0,102,3106.88,3176.11,2003,11,Friday,69.23,0.02
10205,2003-12-03,Madrid,No asignado,EMEA,28034,S18_1342,Vintage Cars,36,100.0,102,3735.72,4147.46,2003,12,Wednesday,411.74,0.11
10215,2004-01-29,Burbank,CA,No asignado,94019,S18_1342,Vintage Cars,27,89.38,102,2413.26,2383.31,2004,1,Thursday,-29.95,-0.01
10227,2004-03-02,Lyon,No asignado,EMEA,69004,S18_1342,Vintage Cars,25,100.0,102,2953.75,2729.25,2004,3,Tuesday,-224.5,-0.08
10244,2004-04-29,Madrid,No asignado,EMEA,28034,S18_1342,Vintage Cars,40,100.0,102,4684.8,4839.69,2004,4,Thursday,154.89,0.03
10256,2004-06-08,Kobenhavn,No asignado,EMEA,1734,S18_1342,Vintage Cars,34,95.55,102,3248.7,3267.66,2004,6,Tuesday,18.96,0.01
10280,2004-08-17,Torino,No asignado,EMEA,10100,S18_1342,Vintage Cars,50,100.0,102,5239.5,5776.26,2004,8,Tuesday,536.76,0.1
10289,2004-09-03,Bergen,No asignado,EMEA,N 5804,S18_1342,Vintage Cars,38,100.0,102,4567.98,4454.21,2004,9,Friday,-113.77,-0.02
10304,2004-10-11,Versailles,No asignado,EMEA,78000,S18_1342,Vintage Cars,37,95.55,102,3535.35,3541.16,2004,10,Monday,5.81,0.0
10312,2004-10-21,San Rafael,CA,No asignado,97562,S18_1342,Vintage Cars,43,89.38,102,3843.34,3894.33,2004,10,Thursday,50.99,0.01
10322,2004-11-04,Nashua,NH,No asignado,62005,S18_1342,Vintage Cars,43,86.3,102,3710.9,3720.8,2004,11,Thursday,9.9,0.0
10332,2004-11-17,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_1342,Vintage Cars,46,95.13,102,4375.98,4365.75,2004,11,Wednesday,-10.23,-0.0
10346,2004-11-29,Las Vegas,NV,No asignado,83030,S18_1342,Vintage Cars,42,36.11,102,1516.62,1520.25,2004,11,Monday,3.63,0.0
10356,2004-12-09,Paris,No asignado,EMEA,75508,S18_1342,Vintage Cars,50,50.18,102,2509.0,2441.41,2004,12,Thursday,-67.59,-0.03
10369,2005-01-20,Brickhaven,MA,No asignado,58339,S18_1342,Vintage Cars,44,100.0,102,9240.44,6010.19,2005,1,Thursday,-3230.25,-0.35
10380,2005-02-16,Madrid,No asignado,EMEA,28034,S18_1342,Vintage Cars,27,93.16,102,2515.32,2517.06,2005,2,Wednesday,1.74,0.0
10391,2005-03-09,North Sydney,NSW,APAC,2060,S18_1342,Vintage Cars,35,100.0,102,5548.9,4552.72,2005,3,Wednesday,-996.18,-0.18
10422,2005-05-30,Allentown,PA,No asignado,70267,S18_1342,Vintage Cars,51,95.55,102,4873.05,4907.09,2005,5,Monday,34.04,0.01
10102,2003-01-10,NYC,NY,No asignado,10022,S18_1367,Vintage Cars,41,50.14,53,2055.74,2026.8,2003,1,Friday,-28.94,-0.01
10111,2003-03-25,San Francisco,CA,No asignado,00000,S18_1367,Vintage Cars,48,49.06,53,2354.88,2332.97,2003,3,Tuesday,-21.91,-0.01
10126,2003-05-28,Madrid,No asignado,EMEA,28023,S18_1367,Vintage Cars,42,54.99,53,2309.58,2313.57,2003,5,Wednesday,3.99,0.0
10139,2003-07-16,Chatswood,NSW,APAC,2067,S18_1367,Vintage Cars,49,43.13,53,2113.37,2127.07,2003,7,Wednesday,13.7,0.01
10149,2003-09-12,Brisbane,CA,No asignado,94217,S18_1367,Vintage Cars,30,58.22,53,1746.6,1774.03,2003,9,Friday,27.43,0.02
10162,2003-10-18,San Francisco,CA,No asignado,00000,S18_1367,Vintage Cars,45,51.21,53,2304.45,2290.65,2003,10,Saturday,-13.8,-0.01
10173,2003-11-05,Bergamo,No asignado,EMEA,24100,S18_1367,Vintage Cars,48,44.21,53,2122.08,2122.21,2003,11,Wednesday,0.13,0.0
10182,2003-11-12,San Rafael,CA,No asignado,97562,S18_1367,Vintage Cars,32,54.45,53,1742.4,1753.43,2003,11,Wednesday,11.03,0.01
10193,2003-11-21,Glen Waverly,Victoria,APAC,3150,S18_1367,Vintage Cars,46,53.37,53,2455.02,2450.73,2003,11,Friday,-4.29,-0.0
10205,2003-12-03,Madrid,No asignado,EMEA,28034,S18_1367,Vintage Cars,48,63.61,53,3053.28,3057.7,2003,12,Wednesday,4.42,0.0
10215,2004-01-29,Burbank,CA,No asignado,94019,S18_1367,Vintage Cars,33,43.13,53,1423.29,1431.99,2004,1,Thursday,8.7,0.01
10227,2004-03-02,Lyon,No asignado,EMEA,69004,S18_1367,Vintage Cars,31,48.52,53,1504.12,1501.52,2004,3,Tuesday,-2.6,-0.0
10244,2004-04-29,Madrid,No asignado,EMEA,28034,S18_1367,Vintage Cars,20,58.22,53,1164.4,1205.65,2004,4,Thursday,41.25,0.04
10256,2004-06-08,Kobenhavn,No asignado,EMEA,1734,S18_1367,Vintage Cars,29,51.75,53,1500.75,1497.0,2004,6,Tuesday,-3.75,-0.0
10280,2004-08-17,Torino,No asignado,EMEA,10100,S18_1367,Vintage Cars,27,57.68,53,1557.36,1582.19,2004,8,Tuesday,24.83,0.02
10289,2004-09-03,Bergen,No asignado,EMEA,N 5804,S18_1367,Vintage Cars,24,56.07,53,1345.68,1345.65,2004,9,Friday,-0.03,-0.0
10304,2004-10-11,Versailles,No asignado,EMEA,78000,S18_1367,Vintage Cars,37,48.52,53,1795.24,1771.46,2004,10,Monday,-23.78,-0.01
10312,2004-10-21,San Rafael,CA,No asignado,97562,S18_1367,Vintage Cars,25,44.21,53,1105.25,1112.65,2004,10,Thursday,7.4,0.01
10322,2004-11-04,Nashua,NH,No asignado,62005,S18_1367,Vintage Cars,41,57.68,53,2364.88,2343.73,2004,11,Thursday,-21.15,-0.01
10332,2004-11-17,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_1367,Vintage Cars,27,89.89,53,2427.03,2390.27,2004,11,Wednesday,-36.76,-0.02
10347,2004-11-29,Melbourne,Victoria,APAC,3004,S18_1367,Vintage Cars,21,58.95,53,1237.95,1222.97,2004,11,Monday,-14.98,-0.01
10356,2004-12-09,Paris,No asignado,EMEA,75508,S18_1367,Vintage Cars,22,72.41,53,1593.02,1597.98,2004,12,Thursday,4.96,0.0
10369,2005-01-20,Brickhaven,MA,No asignado,58339,S18_1367,Vintage Cars,32,98.63,53,3156.16,3113.51,2005,1,Thursday,-42.65,-0.01
10381,2005-02-17,San Francisco,CA,No asignado,00000,S18_1367,Vintage Cars,25,52.83,53,1320.75,1323.39,2005,2,Thursday,2.64,0.0
10391,2005-03-09,North Sydney,NSW,APAC,2060,S18_1367,Vintage Cars,42,100.0,53,4998.0,5720.82,2005,3,Wednesday,722.82,0.14
10422,2005-05-30,Allentown,PA,No asignado,70267,S18_1367,Vintage Cars,25,51.75,53,1293.75,1312.02,2005,5,Monday,18.27,0.01
10110,2003-03-18,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_1589,Classic Cars,37,100.0,124,5433.08,4948.01,2003,3,Tuesday,-485.07,-0.09
10123,2003-05-20,Nantes,No asignado,EMEA,44000,S18_1589,Classic Cars,26,100.0,124,3073.72,3477.3,2003,5,Tuesday,403.58,0.13
10137,2003-07-10,Reims,No asignado,EMEA,51100,S18_1589,Classic Cars,44,99.55,124,4380.2,4335.39,2003,7,Thursday,-44.81,-0.01
10148,2003-09-11,North Sydney,NSW,APAC,2060,S18_1589,Classic Cars,47,100.0,124,5848.68,5801.35,2003,9,Thursday,-47.33,-0.01
10161,2003-10-17,Aaarhus,No asignado,EMEA,8200,S18_1589,Classic Cars,43,100.0,124,6153.73,5508.44,2003,10,Friday,-645.29,-0.1
10172,2003-11-05,Bridgewater,CT,No asignado,97562,S18_1589,Classic Cars,42,100.0,124,4965.24,4912.02,2003,11,Wednesday,-53.22,-0.01
10181,2003-11-12,Bergen,No asignado,EMEA,N 5804,S18_1589,Classic Cars,42,100.0,124,5435.64,4878.68,2003,11,Wednesday,-556.96,-0.1
10192,2003-11-20,Nashua,NH,No asignado,62005,S18_1589,Classic Cars,29,100.0,124,4258.36,3863.15,2003,11,Thursday,-395.21,-0.09
10204,2003-12-02,NYC,NY,No asignado,10022,S18_1589,Classic Cars,40,100.0,124,4032.0,4840.63,2003,12,Tuesday,808.63,0.2
10212,2004-01-16,Madrid,No asignado,EMEA,28034,S18_1589,Classic Cars,38,100.0,124,4492.36,4890.54,2004,1,Friday,398.18,0.09
10226,2004-02-26,San Diego,CA,No asignado,91217,S18_1589,Classic Cars,38,100.0,124,4161.38,4670.99,2004,2,Thursday,509.61,0.12
10241,2004-04-13,Strasbourg,No asignado,EMEA,67000,S18_1589,Classic Cars,21,100.0,124,2508.66,2593.9,2004,4,Tuesday,85.24,0.03
10253,2004-06-01,Liverpool,Isle of Wight,EMEA,WX1 6LT,S18_1589,Classic Cars,24,100.0,124,3374.88,3186.55,2004,6,Tuesday,-188.33,-0.06
10266,2004-07-06,Reggio Emilia,No asignado,EMEA,42100,S18_1589,Classic Cars,36,100.0,124,5196.6,5037.02,2004,7,Tuesday,-159.58,-0.03
10278,2004-08-06,Las Vegas,NV,No asignado,83030,S18_1589,Classic Cars,23,100.0,124,2604.52,2898.23,2004,8,Friday,293.71,0.11
10288,2004-09-01,Singapore,No asignado,APAC,69045,S18_1589,Classic Cars,20,100.0,124,2936.8,2604.55,2004,9,Wednesday,-332.25,-0.11
10301,2003-10-05,Oslo,No asignado,EMEA,N 0106,S18_1589,Classic Cars,32,100.0,124,3424.64,4237.26,2003,10,Sunday,812.62,0.24
10311,2004-10-16,Madrid,No asignado,EMEA,28034,S18_1589,Classic Cars,29,100.0,124,2923.2,3953.54,2004,10,Saturday,1030.34,0.35
10321,2004-11-04,New Bedford,MA,No asignado,50553,S18_1589,Classic Cars,44,100.0,124,4489.76,5141.19,2004,11,Thursday,651.43,0.15
10331,2004-11-17,Philadelphia,PA,No asignado,71270,S18_1589,Classic Cars,44,100.0,124,4849.24,5141.19,2004,11,Wednesday,291.95,0.06
10343,2004-11-24,Reims,No asignado,EMEA,51100,S18_1589,Classic Cars,36,100.0,124,5848.92,5037.02,2004,11,Wednesday,-811.9,-0.14
10367,2005-01-12,Pasadena,CA,No asignado,90003,S18_1589,Classic Cars,49,56.3,124,2758.7,2742.75,2005,1,Wednesday,-15.95,-0.01
10378,2005-02-10,Madrid,No asignado,EMEA,28034,S18_1589,Classic Cars,34,42.64,124,1449.76,1448.09,2005,2,Thursday,-1.67,-0.0
10407,2005-04-22,San Jose,CA,No asignado,94217,S18_1589,Classic Cars,59,100.0,124,7048.14,7030.7,2005,4,Friday,-17.44,-0.0
10419,2005-05-17,Salzburg,No asignado,EMEA,5020,S18_1589,Classic Cars,37,100.0,124,5202.94,5097.89,2005,5,Tuesday,-105.05,-0.02
10106,2003-02-17,Bergamo,No asignado,EMEA,24100,S18_1662,Planes,36,100.0,157,5279.4,5595.91,2003,2,Monday,316.51,0.06
10119,2003-04-28,Salzburg,No asignado,EMEA,5020,S18_1662,Planes,43,100.0,157,6916.12,6587.58,2003,4,Monday,-328.54,-0.05
10131,2003-06-16,Glendale,CT,No asignado,97561,S18_1662,Planes,21,100.0,157,2781.66,3468.38,2003,6,Monday,686.72,0.25
10143,2003-08-10,New Bedford,MA,No asignado,50553,S18_1662,Planes,32,100.0,157,5248.0,5391.35,2003,8,Sunday,143.35,0.03
10155,2003-10-06,Helsinki,No asignado,EMEA,21240,S18_1662,Planes,38,100.0,157,6531.44,6212.6,2003,10,Monday,-318.84,-0.05
10167,2003-10-23,Boras,No asignado,EMEA,S-844 67,S18_1662,Planes,43,100.0,157,5763.72,6587.58,2003,10,Thursday,823.86,0.14
10178,2003-11-08,Toulouse,No asignado,EMEA,31000,S18_1662,Planes,42,100.0,157,6490.68,6406.47,2003,11,Saturday,-84.21,-0.01
10186,2003-11-14,London,Isle of Wight,EMEA,WA1 1DP,S18_1662,Planes,32,100.0,157,6004.8,5461.99,2003,11,Friday,-542.81,-0.09
10198,2003-11-27,Makati City,No asignado,Japan,1227 MM,S18_1662,Planes,42,100.0,157,7483.98,6696.39,2003,11,Thursday,-787.59,-0.11
10210,2004-01-12,Osaka,Osaka,Japan,530-0003,S18_1662,Planes,31,100.0,157,5719.5,5579.29,2004,1,Monday,-140.21,-0.02
10222,2004-02-19,San Diego,CA,No asignado,91217,S18_1662,Planes,49,100.0,157,6954.08,7352.8,2004,2,Thursday,398.72,0.06
10250,2004-05-11,San Jose,CA,No asignado,94217,S18_1662,Planes,45,100.0,157,8160.3,7265.36,2004,5,Tuesday,-894.94,-0.11
10262,2004-06-24,Madrid,No asignado,EMEA,28034,S18_1662,Planes,49,100.0,157,6567.96,7106.32,2004,6,Thursday,538.36,0.08
10274,2004-07-21,Brickhaven,MA,No asignado,58339,S18_1662,Planes,41,100.0,157,6724.0,6631.5,2004,7,Wednesday,-92.5,-0.01
10284,2004-08-21,Oslo,No asignado,EMEA,N 0106,S18_1662,Planes,45,100.0,157,5747.85,6538.0,2004,8,Saturday,790.15,0.14
10296,2004-09-15,Munich,No asignado,EMEA,80686,S18_1662,Planes,36,100.0,157,5676.84,5595.91,2004,9,Wednesday,-80.93,-0.01
10307,2004-10-14,Philadelphia,PA,No asignado,71270,S18_1662,Planes,39,100.0,157,7379.97,6306.86,2004,10,Thursday,-1073.11,-0.15
10316,2004-11-01,Cowes,Isle of Wight,EMEA,PO31 7PJ,S18_1662,Planes,27,100.0,157,3704.13,4164.81,2004,11,Monday,460.68,0.12
10327,2004-11-10,Kobenhavn,No asignado,EMEA,1734,S18_1662,Planes,25,100.0,157,2804.75,3684.99,2004,11,Wednesday,880.24,0.31
10338,2004-11-22,Charleroi,No asignado,EMEA,B-6000,S18_1662,Planes,41,100.0,157,5624.79,6298.65,2004,11,Monday,673.86,0.12
10351,2004-12-03,London,Isle of Wight,EMEA,WX3 6FW,S18_1662,Planes,39,99.52,157,3881.28,3820.56,2004,12,Friday,-60.72,-0.02
10373,2005-01-31,Oulu,No asignado,EMEA,90110,S18_1662,Planes,28,57.55,157,1611.4,1621.53,2005,1,Monday,10.13,0.01
10386,2005-03-01,Madrid,No asignado,EMEA,28034,S18_1662,Planes,25,54.57,157,1364.25,1368.54,2005,3,Tuesday,4.29,0.0
10398,2005-03-30,Reims,No asignado,EMEA,51100,S18_1662,Planes,33,100.0,157,4215.09,5346.56,2005,3,Wednesday,1131.47,0.27
